id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3169,654,Visa,Credit,4.59E+15,Oct-23,678,NO,2,7600,01-05-2015,2015,No
5352,1898,Mastercard,Debit,5.63E+15,Mar-23,881,YES,2,14525,01-11-1997,2014,No
1068,1898,Visa,Debit,4.05E+15,Feb-20,604,YES,1,15636,01-02-2005,2014,No
5122,1898,Mastercard,Debit,5.75E+15,Aug-23,244,YES,2,13296,01-10-2008,2016,No
4543,1898,Visa,Credit,4.31E+15,Mar-23,672,NO,2,10100,01-09-2003,2011,No
2423,1898,Visa,Debit,4.63E+15,Sep-24,732,NO,1,36412,01-04-2001,2007,No
4566,1971,Visa,Debit,4.33E+15,Nov-23,853,YES,1,4589,01-09-2004,2012,No
3293,1971,Mastercard,Debit,5.67E+15,Feb-20,875,YES,1,17474,01-06-2005,2015,No
406,1020,Amex,Credit,3.76E+14,May-24,928,YES,1,12000,01-01-2020,2020,No
1417,1020,Amex,Credit,3.54E+14,Feb-20,772,YES,1,16900,01-02-2020,2020,No
1224,1020,Mastercard,Debit,5.30E+15,Jul-23,117,YES,1,26277,01-02-2010,2010,No
2728,1020,Mastercard,Debit,5.72E+15,Feb-20,231,YES,1,26317,01-04-2014,2014,No
4062,22,Visa,Credit,4.57E+15,Jan-22,624,YES,2,13600,01-07-2017,2017,No
1653,436,Mastercard,Debit,5.73E+15,Aug-24,288,NO,2,21540,01-02-2020,2020,No
1342,1823,Mastercard,Debit,5.40E+15,Mar-20,34,YES,1,37468,01-02-2014,2014,No
5177,1823,Visa,Debit,4.69E+15,Apr-21,292,NO,1,27864,01-10-2009,2012,No
3638,1823,Visa,Debit (Prepaid),4.55E+15,Feb-20,55,NO,1,65,01-06-2018,2018,No
4048,1823,Visa,Debit,4.60E+15,Mar-20,389,YES,1,31842,01-07-2016,2016,No
3244,1823,Visa,Credit,4.21E+15,Mar-20,545,YES,2,14900,01-06-2002,2011,No
3201,1823,Visa,Credit,4.91E+15,Aug-24,170,YES,2,12400,01-05-2018,2018,No
5242,589,Mastercard,Debit,5.85E+15,Dec-20,383,YES,2,14094,01-10-2011,2018,No
4497,589,Mastercard,Debit,5.03E+15,Jan-21,367,YES,1,8962,01-09-1999,2011,No
2277,49,Mastercard,Debit,5.75E+15,Feb-18,646,YES,1,15510,01-03-2011,2011,No
3061,49,Mastercard,Debit,5.46E+15,Jun-24,13,YES,1,20311,01-05-2010,2012,No
3955,49,Visa,Debit,4.66E+15,Sep-23,303,YES,1,13492,01-07-2010,2010,No
1654,1350,Mastercard,Debit,5.56E+15,Feb-22,77,YES,2,10015,01-02-2020,2020,No
4257,1525,Mastercard,Debit (Prepaid),5.84E+15,Dec-23,478,YES,1,77,01-08-2008,2009,No
1077,1525,Amex,Credit,3.17E+14,May-22,946,YES,1,8200,01-02-2006,2016,No
3853,1525,Mastercard,Debit (Prepaid),5.10E+15,Oct-19,88,YES,2,50,01-07-2008,2008,No
4726,1525,Mastercard,Debit,5.50E+15,Sep-10,847,YES,1,297,01-09-2009,2009,No
5493,69,Mastercard,Credit,5.54E+15,Dec-22,439,YES,1,9300,01-11-2007,2014,No
2062,69,Mastercard,Debit,5.86E+15,Jun-23,348,YES,2,24425,01-03-2004,2006,No
252,69,Visa,Credit,4.57E+15,Sep-21,441,YES,2,3900,01-01-2010,2010,No
2514,69,Visa,Debit,4.95E+15,Apr-20,398,YES,1,21098,01-04-2006,2009,No
5253,69,Visa,Credit,4.55E+15,Jan-20,957,YES,1,10800,01-10-2011,2013,No
3294,69,Mastercard,Debit,5.71E+15,Jun-24,39,YES,2,6817,01-06-2005,2016,No
62,234,Visa,Credit,4.65E+15,Feb-24,460,YES,1,12600,01-01-2004,2011,No
5370,234,Mastercard,Debit (Prepaid),5.90E+15,Nov-10,903,NO,1,42,01-11-2001,2004,No
5861,234,Mastercard,Credit,5.89E+15,Dec-09,88,YES,2,6400,01-12-2006,2009,No
4799,234,Visa,Credit,4.62E+15,Jul-20,775,YES,1,9800,01-09-2010,2011,No
2052,234,Visa,Debit,4.08E+15,Jul-23,64,YES,1,4750,01-03-2003,2011,No
5178,234,Visa,Debit,4.32E+15,Aug-21,682,NO,2,6532,01-10-2009,2009,No
2355,608,Mastercard,Debit,5.45E+15,Nov-22,233,YES,1,1044,01-03-2016,2016,No
2278,608,Mastercard,Debit,5.52E+15,Sep-18,672,YES,1,746,01-03-2011,2011,No
1655,608,Mastercard,Debit (Prepaid),5.10E+15,Feb-20,816,YES,1,61,01-02-2020,2020,No
5494,1064,Mastercard,Debit (Prepaid),5.79E+15,Oct-08,655,YES,2,58,01-11-2007,2015,No
4567,374,Visa,Debit,4.34E+15,May-22,710,YES,1,18771,01-09-2004,2009,No
5100,374,Visa,Debit,4.89E+15,Jan-23,219,YES,1,17108,01-10-2007,2007,No
1919,374,Visa,Debit,4.20E+15,Oct-23,579,YES,1,12446,01-02-2020,2020,No
3791,374,Visa,Credit,4.30E+15,Jan-21,406,YES,1,8200,01-07-2006,2013,No
2569,374,Mastercard,Debit,5.17E+15,May-22,983,YES,2,7081,01-04-2008,2010,No
1358,286,Mastercard,Debit,5.60E+15,Feb-24,29,YES,1,23009,01-02-2015,2015,No
6092,286,Visa,Debit,4.66E+15,Nov-17,578,YES,2,17973,01-12-2013,2013,No
4450,286,Mastercard,Debit,5.84E+15,Oct-23,880,YES,1,12254,01-08-2015,2015,No
4782,286,Mastercard,Debit,5.93E+15,Aug-22,212,YES,1,20799,01-09-2010,2010,No
2463,1419,Mastercard,Debit,5.81E+15,Mar-21,282,YES,2,27320,01-04-2004,2008,No
4840,1435,Visa,Debit,4.37E+15,Sep-23,83,YES,2,34818,01-09-2012,2012,No
2360,1435,Visa,Debit,4.79E+15,Oct-20,216,YES,2,38837,01-03-2016,2016,No
4294,1435,Mastercard,Credit,5.43E+15,Mar-24,304,YES,2,23500,01-08-2009,2020,No
1343,1683,Mastercard,Debit,5.69E+15,Jun-20,292,YES,1,13014,01-02-2014,2014,No
5044,1683,Amex,Credit,3.14E+14,May-23,296,YES,2,5500,01-10-2006,2017,No
4697,1683,Visa,Debit,4.64E+15,Mar-20,691,YES,2,5949,01-09-2008,2008,No
4698,727,Visa,Credit,4.38E+15,Nov-23,210,YES,2,10700,01-09-2008,2010,No
3808,727,Mastercard,Debit,5.22E+15,Apr-22,134,YES,1,12451,01-07-2007,2008,No
1920,727,Visa,Credit,4.75E+15,Apr-24,254,YES,2,6700,01-02-2020,2020,No
4295,727,Mastercard,Debit,5.25E+15,Apr-18,920,YES,1,19086,01-08-2009,2011,No
2665,727,Visa,Credit,4.12E+15,May-21,923,YES,2,9700,01-04-2010,2016,No
5896,1150,Mastercard,Credit,5.97E+15,Sep-08,886,YES,2,17200,01-12-2007,2010,No
4672,1150,Mastercard,Debit,5.77E+15,Jun-15,832,YES,2,29486,01-09-2008,2008,No
1225,1150,Mastercard,Credit,5.59E+15,Apr-23,335,YES,2,9700,01-02-2010,2011,No
4856,1150,Mastercard,Debit,5.77E+15,Jul-22,221,YES,2,20111,01-09-2013,2013,No
2551,1150,Visa,Credit,4.32E+15,Oct-21,613,YES,1,13200,01-04-2007,2014,No
4484,332,Visa,Debit,4.40E+15,Jul-20,57,YES,1,29728,01-08-2019,2019,No
5816,332,Mastercard,Credit,5.52E+15,Oct-24,160,NO,1,7900,01-12-2004,2012,No
1198,332,Visa,Debit,4.67E+15,Jul-23,339,YES,2,12106,01-02-2009,2009,No
253,332,Visa,Debit,4.68E+15,Jan-13,913,YES,1,7452,01-01-2010,2018,No
1656,487,Mastercard,Debit,5.46E+15,Jul-21,582,YES,1,28281,01-02-2020,2020,No
2835,487,Visa,Credit,4.22E+15,Nov-13,636,YES,2,11400,01-05-2002,2014,No
2024,487,Mastercard,Debit,5.51E+15,Aug-24,70,YES,1,28790,01-03-2001,2009,No
2007,735,Visa,Credit,4.91E+15,Mar-10,700,YES,1,15700,01-03-1997,2013,No
5431,735,Mastercard,Debit,5.44E+15,Sep-23,303,YES,1,34075,01-11-2005,2008,No
4651,735,Visa,Credit,4.99E+15,Apr-12,992,YES,2,18600,01-09-2007,2008,No
1335,137,Amex,Credit,3.16E+14,May-24,574,YES,2,9700,01-02-2014,2014,No
5442,137,Visa,Debit,4.58E+15,Sep-22,433,YES,2,13352,01-11-2005,2012,No
6114,137,Visa,Debit,4.17E+15,Mar-24,528,YES,1,28179,01-12-2015,2015,No
5897,570,Mastercard,Debit,5.41E+15,Jan-24,334,YES,1,19132,01-12-2007,2014,No
4063,1121,Visa,Debit,4.95E+15,Oct-19,49,YES,1,31535,01-07-2017,2017,No
1372,1121,Mastercard,Debit,5.63E+15,Jan-18,537,YES,1,51951,01-02-2017,2017,No
5511,1121,Visa,Credit,4.32E+15,Sep-20,171,YES,1,23400,01-11-2007,2008,No
5817,1121,Mastercard,Debit,5.00E+15,Aug-20,143,YES,2,4130,01-12-2004,2015,No
3777,1121,Mastercard,Credit,5.46E+15,Oct-11,347,YES,1,11500,01-07-2006,2010,No
4920,860,Visa,Credit,4.64E+15,Sep-20,661,YES,2,22100,01-09-2018,2018,No
5412,860,Mastercard,Debit,5.51E+15,Nov-10,644,YES,1,34722,01-11-2004,2010,No
3534,860,Visa,Debit,4.70E+15,Dec-11,601,YES,1,21885,01-06-2011,2011,No
5782,860,Mastercard,Debit,5.51E+15,Jul-20,828,YES,2,39870,01-12-2002,2003,No
5733,518,Visa,Credit,4.46E+15,Jul-21,2,YES,2,5900,01-11-2017,2017,No
3429,1203,Mastercard,Debit (Prepaid),5.64E+15,Mar-23,57,YES,2,70,01-06-2009,2009,No
2302,944,Mastercard,Debit,5.86E+15,Mar-23,881,YES,2,66930,01-03-2012,2012,No
372,944,Mastercard,Debit,5.80E+15,May-20,134,YES,2,72274,01-01-2018,2018,No
2828,944,Mastercard,Debit,5.04E+15,Sep-20,288,YES,2,130971,01-05-2002,2010,No
1921,944,Visa,Debit,4.31E+15,Nov-24,601,YES,1,52717,01-02-2020,2020,No
3500,944,Visa,Credit,4.58E+15,Dec-21,935,NO,1,25500,01-06-2010,2012,No
5550,944,Visa,Debit,4.08E+15,Oct-17,60,YES,2,42541,01-11-2008,2012,No
1657,388,Mastercard,Debit,5.68E+15,Apr-22,563,NO,1,5456,01-02-2020,2020,No
5692,388,Visa,Debit,4.18E+15,Apr-14,371,NO,1,12606,01-11-2013,2013,No
3975,741,Mastercard,Debit,5.76E+15,Aug-20,174,YES,2,20174,01-07-2011,2011,No
6007,1737,Mastercard,Debit,5.41E+15,Jan-23,826,YES,1,20090,01-12-2010,2011,No
1096,1737,Visa,Debit,4.84E+15,Mar-21,40,YES,1,11906,01-02-2006,2009,No
3618,1737,Mastercard,Debit,5.97E+15,Jan-22,556,YES,1,27888,01-06-2017,2017,No
5756,1737,Mastercard,Debit,5.37E+15,Apr-24,192,YES,1,24132,01-12-1998,2008,No
3319,1709,Mastercard,Debit,5.11E+15,Dec-23,947,YES,2,13461,01-06-2006,2010,No
5478,1018,Amex,Credit,3.03E+14,Aug-09,303,NO,1,9900,01-11-2007,2009,No
2393,1018,Mastercard,Debit,5.68E+15,Nov-09,920,YES,2,4252,01-04-1994,2019,No
3022,1018,Visa,Credit,4.30E+15,Dec-20,725,YES,2,9800,01-05-2009,2011,No
4077,1018,Mastercard,Debit,5.61E+15,Jul-19,357,YES,2,16732,01-07-2019,2019,No
1922,1018,Visa,Debit,4.56E+15,Jan-23,17,YES,1,13609,01-02-2020,2020,No
5970,1018,Mastercard,Debit,5.57E+15,May-13,576,YES,2,17804,01-12-2009,2009,No
3911,275,Visa,Credit,4.35E+15,May-23,727,YES,2,6200,01-07-2009,2010,No
63,275,Visa,Debit,4.65E+15,Apr-23,125,YES,1,30891,01-01-2004,2011,No
2769,275,Mastercard,Debit,5.35E+15,Jan-24,732,YES,1,31873,01-04-2017,2017,No
3036,275,Amex,Credit,3.25E+14,Jul-24,179,YES,2,15600,01-05-2010,2019,No
3893,1367,Mastercard,Debit (Prepaid),5.01E+15,Dec-22,26,YES,1,110,01-07-2009,2012,No
2053,1367,Visa,Debit,4.42E+15,May-24,81,YES,2,17405,01-03-2003,2003,No
865,1367,Visa,Debit (Prepaid),4.25E+15,Dec-22,435,YES,2,58,01-01-2020,2020,No
4643,1367,Mastercard,Credit,5.56E+15,Oct-11,777,YES,1,9200,01-09-2007,2007,No
1923,1965,Visa,Credit,4.09E+15,Feb-20,223,YES,2,11200,01-02-2020,2020,No
4917,284,Mastercard,Debit,5.13E+15,Dec-18,352,YES,1,23206,01-09-2018,2018,No
4347,284,Visa,Debit,4.78E+15,Apr-20,0,YES,2,35684,01-08-2010,2012,No
5726,284,Mastercard,Debit (Prepaid),5.79E+15,Nov-16,384,NO,1,76,01-11-2016,2016,No
86,284,Visa,Debit,4.53E+15,Jul-23,124,YES,2,18270,01-01-2005,2011,No
2931,79,Mastercard,Debit,5.14E+15,Dec-20,69,YES,2,6588,01-05-2007,2011,No
2671,79,Amex,Credit,3.52E+14,Mar-21,46,YES,2,12200,01-04-2011,2011,No
1924,79,Visa,Debit,4.64E+15,Sep-22,747,YES,1,23083,01-02-2020,2020,No
5569,79,Mastercard,Debit,5.92E+15,Feb-22,585,YES,1,21497,01-11-2009,2009,No
3320,1515,Mastercard,Debit (Prepaid),5.82E+15,Feb-21,850,YES,3,29,01-06-2006,2012,No
5199,1515,Mastercard,Debit,5.30E+15,Jul-22,711,YES,2,20165,01-10-2010,2012,No
5557,1515,Discover,Credit,6.24E+15,May-22,959,YES,2,16300,01-11-2009,2011,No
5558,1515,Discover,Credit,6.38E+15,Mar-20,743,YES,1,11100,01-11-2009,2010,No
2336,1515,Visa,Credit,4.78E+15,Aug-23,540,YES,2,7700,01-03-2014,2014,No
3712,1934,Mastercard,Credit,5.15E+15,Jan-23,263,YES,2,6000,01-07-2004,2010,No
1658,9,Mastercard,Debit,5.56E+15,Apr-23,547,YES,1,2049,01-02-2020,2020,No
1418,9,Amex,Credit,3.26E+14,Dec-22,719,NO,1,7600,01-02-2020,2020,No
621,9,Mastercard,Debit,5.17E+15,Jan-24,934,YES,1,14670,01-01-2020,2020,No
4431,1964,Mastercard,Credit,5.12E+15,Jan-17,871,YES,2,11600,01-08-2014,2014,No
2752,1964,Visa,Debit,4.07E+15,Apr-16,9,YES,1,14960,01-04-2015,2015,No
2508,1964,Mastercard,Credit,5.53E+15,Sep-21,779,YES,2,9600,01-04-2006,2015,No
5898,1964,Mastercard,Debit,5.32E+15,Oct-20,61,YES,2,17367,01-12-2007,2007,No
3321,982,Mastercard,Debit,5.81E+15,Apr-13,820,YES,1,21358,01-06-2006,2010,No
3824,982,Visa,Credit,4.35E+15,Sep-22,729,YES,1,16900,01-07-2007,2010,No
3713,982,Mastercard,Credit,5.97E+15,Sep-22,587,YES,2,8500,01-07-2004,2009,No
4699,982,Visa,Debit,4.79E+15,Apr-13,996,YES,1,28431,01-09-2008,2008,No
1148,1676,Mastercard,Debit,5.57E+15,Jul-20,838,YES,2,77,01-02-2008,2016,No
134,1676,Mastercard,Debit,5.83E+15,Aug-24,192,YES,1,17360,01-01-2007,2010,No
5158,1676,Mastercard,Debit,5.48E+15,Sep-21,129,YES,2,4055,01-10-2009,2017,No
1020,1519,Mastercard,Debit,5.05E+15,Sep-23,144,YES,2,14216,01-02-2003,2010,No
2452,1519,Visa,Debit,4.01E+15,Dec-23,357,NO,2,19037,01-04-2003,2011,No
4210,1519,Mastercard,Debit,5.20E+15,Jan-20,148,YES,1,16028,01-08-2007,2011,No
2476,1519,Discover,Credit,6.11E+15,Aug-10,762,YES,1,14200,01-04-2005,2011,No
4626,1098,Visa,Debit,4.59E+15,Jul-23,49,YES,1,12640,01-09-2006,2009,No
2253,1098,Mastercard,Debit,5.55E+15,Feb-20,116,YES,2,16868,01-03-2010,2010,No
1320,1098,Mastercard,Debit,5.74E+15,Nov-22,40,YES,1,11121,01-02-2013,2013,No
5179,1098,Visa,Credit,4.37E+15,Oct-20,674,YES,1,10000,01-10-2009,2010,No
2424,554,Visa,Debit (Prepaid),4.36E+15,Jul-20,139,YES,2,56,01-04-2001,2011,No
2308,554,Visa,Debit,4.44E+15,Jan-21,327,YES,2,27376,01-03-2012,2012,No
6070,554,Mastercard,Debit,5.14E+15,Jul-19,960,YES,2,32676,01-12-2012,2012,No
3912,554,Visa,Debit,4.10E+15,Apr-21,856,NO,1,25658,01-07-2009,2009,No
4275,554,Visa,Credit,4.80E+15,May-18,852,NO,2,22800,01-08-2008,2011,No
1659,596,Mastercard,Credit,5.61E+15,Jun-23,951,YES,2,10700,01-02-2020,2020,No
2753,596,Visa,Credit,4.73E+15,Feb-21,556,YES,2,5100,01-04-2015,2015,No
1925,596,Visa,Credit,4.52E+15,Jan-22,108,NO,1,7200,01-02-2020,2020,No
5985,170,Visa,Debit,4.10E+15,Mar-20,894,YES,1,16740,01-12-2009,2011,No
866,170,Visa,Debit,4.71E+15,Feb-20,378,YES,1,13841,01-01-2020,2020,No
4841,170,Visa,Debit,4.97E+15,Dec-22,881,YES,1,15638,01-09-2012,2012,No
3340,170,Amex,Credit,3.33E+14,May-22,728,YES,1,11400,01-06-2007,2007,No
1344,794,Mastercard,Debit,5.51E+15,Sep-22,876,YES,1,12501,01-02-2014,2014,No
4432,794,Mastercard,Debit (Prepaid),5.87E+15,Jan-23,582,YES,1,71,01-08-2014,2014,No
3430,794,Mastercard,Debit,5.79E+15,Jan-11,465,YES,2,11164,01-06-2009,2010,No
4306,1697,Visa,Debit,4.05E+15,Sep-21,463,YES,2,8365,01-08-2009,2009,No
3023,1697,Visa,Debit,4.11E+15,Dec-21,951,YES,2,17104,01-05-2009,2010,No
1101,1697,Amex,Credit,3.38E+14,Dec-13,279,YES,1,2100,01-02-2007,2009,No
73,1697,Mastercard,Debit,5.68E+15,Apr-06,884,YES,1,13634,01-01-2005,2011,No
2746,1697,Mastercard,Debit (Prepaid),5.80E+15,Sep-20,930,YES,1,63,01-04-2015,2015,No
3295,1697,Mastercard,Debit,5.87E+15,Jan-23,32,YES,2,18721,01-06-2005,2009,No
3268,573,Amex,Credit,3.51E+14,Sep-23,265,YES,2,3400,01-06-2004,2008,No
1660,1715,Mastercard,Debit,5.73E+15,Nov-21,320,NO,1,6824,01-02-2020,2020,No
1926,1607,Visa,Credit,4.62E+15,Oct-22,406,YES,1,20700,01-02-2020,2020,No
2891,1026,Visa,Credit,4.68E+15,May-18,517,NO,1,6200,01-05-2005,2013,No
983,1026,Visa,Debit (Prepaid),4.77E+15,Apr-21,545,YES,2,31,01-02-2000,2014,No
5398,1026,Visa,Credit,4.27E+15,Aug-21,743,YES,1,1000,01-11-2003,2009,No
2870,1026,Visa,Debit (Prepaid),4.23E+15,Oct-23,756,YES,2,77,01-05-2004,2007,No
622,1892,Mastercard,Debit (Prepaid),5.12E+15,Jun-23,883,YES,2,31,01-01-2020,2020,No
867,1892,Visa,Debit,4.91E+15,Jun-20,688,YES,1,318,01-01-2020,2020,No
1927,402,Visa,Debit,4.95E+15,Apr-23,686,NO,1,20709,01-02-2020,2020,No
2536,402,Mastercard,Debit,5.33E+15,Oct-22,561,YES,2,20230,01-04-2007,2010,No
2698,402,Mastercard,Debit,5.30E+15,Oct-23,876,YES,2,14749,01-04-2012,2012,No
970,1628,Mastercard,Debit,5.86E+15,Sep-22,238,YES,3,9171,01-02-1999,2005,No
6082,1628,Amex,Credit,3.25E+14,May-18,496,YES,2,17400,01-12-2013,2013,No
3349,553,Mastercard,Debit,5.82E+15,Oct-23,652,NO,2,14475,01-06-2007,2009,No
1114,1551,Mastercard,Debit,5.23E+15,Dec-20,954,YES,2,15967,01-02-2007,2009,No
2389,1551,Visa,Debit,4.90E+15,Aug-24,325,YES,1,12250,01-03-2019,2019,No
5590,1551,Visa,Debit (Prepaid),4.84E+15,Apr-24,875,YES,2,63,01-11-2009,2009,No
2537,1551,Mastercard,Debit (Prepaid),5.94E+15,Aug-23,234,YES,2,66,01-04-2007,2010,No
2988,1551,Visa,Credit,4.72E+15,Sep-22,503,YES,1,8500,01-05-2008,2014,No
4001,1672,Mastercard,Debit (Prepaid),5.78E+15,Jan-24,653,NO,1,65,01-07-2012,2012,No
1451,1672,Discover,Credit,6.84E+15,Feb-20,968,YES,2,16100,01-02-2020,2020,No
623,1672,Mastercard,Debit,5.84E+15,Dec-20,507,YES,1,3313,01-01-2020,2020,No
868,426,Visa,Credit,4.95E+15,Jan-20,709,YES,1,10400,01-01-2020,2020,No
1661,426,Mastercard,Debit,5.85E+15,Jun-21,553,NO,2,2117,01-02-2020,2020,No
869,426,Visa,Debit,4.81E+15,Feb-20,997,YES,1,11265,01-01-2020,2020,No
624,426,Mastercard,Debit,5.72E+15,Feb-21,385,YES,3,5618,01-01-2020,2020,No
5184,1135,Amex,Credit,3.77E+14,Jun-22,382,YES,2,20800,01-10-2010,2013,No
1419,1135,Amex,Credit,3.35E+14,Nov-20,42,YES,3,11700,01-02-2020,2020,No
870,1135,Visa,Debit,4.57E+15,Jun-22,178,YES,1,33028,01-01-2020,2020,No
6093,1135,Visa,Debit,4.70E+15,Apr-24,233,YES,1,19830,01-12-2013,2013,No
4037,1135,Mastercard,Debit,5.66E+15,Feb-19,176,YES,1,22482,01-07-2015,2015,No
4977,1135,Visa,Credit,4.02E+15,Aug-23,755,YES,1,22400,01-10-2002,2010,No
3081,1135,Visa,Debit (Prepaid),4.85E+15,Oct-24,123,YES,1,62,01-05-2010,2012,No
3809,1420,Mastercard,Debit,5.51E+15,Jan-08,72,YES,2,27723,01-07-2007,2010,No
4258,1420,Mastercard,Credit,5.54E+15,Mar-23,210,NO,1,31800,01-08-2008,2012,No
1180,1420,Mastercard,Debit,5.38E+15,Mar-18,931,YES,1,16028,01-02-2009,2009,No
3676,1420,Mastercard,Debit,5.09E+15,Jan-21,35,YES,2,25411,01-07-2002,2013,No
337,1589,Visa,Debit,4.94E+15,Oct-23,395,NO,1,11912,01-01-2014,2014,No
4913,1589,Mastercard,Debit,5.17E+15,Dec-24,473,YES,2,13064,01-09-2017,2017,No
5306,1589,Mastercard,Debit,5.69E+15,Oct-16,390,YES,2,8912,01-10-2015,2015,No
1149,1002,Mastercard,Debit,5.61E+15,Jan-20,292,YES,2,15962,01-02-2008,2013,No
1069,1411,Visa,Credit,4.05E+15,Nov-20,440,YES,1,18200,01-02-2005,2014,No
3778,1411,Mastercard,Debit,5.12E+15,Aug-16,162,YES,2,3450,01-07-2006,2014,No
4700,1411,Visa,Debit,4.70E+15,May-21,88,YES,1,3450,01-09-2008,2016,No
5761,1411,Mastercard,Debit,5.63E+15,Nov-23,370,YES,1,39598,01-12-1999,2006,No
1368,1654,Mastercard,Debit,5.04E+15,Jan-22,748,YES,1,36502,01-02-2016,2016,No
2915,1654,Visa,Credit,4.76E+15,Oct-23,921,YES,1,14900,01-05-2006,2014,No
5257,1654,Mastercard,Credit,5.87E+15,Sep-20,698,YES,1,11800,01-10-2012,2012,No
1200,1654,Amex,Credit,3.33E+14,Jun-24,480,YES,1,14000,01-02-2010,2012,No
4276,1654,Visa,Credit,4.90E+15,May-22,951,YES,2,16000,01-08-2008,2009,No
2189,1330,Mastercard,Debit,5.08E+15,Oct-22,30,YES,2,32557,01-03-2008,2008,No
6045,1330,Mastercard,Debit,5.47E+15,Feb-21,537,NO,1,21820,01-12-2011,2011,No
4579,1330,Mastercard,Debit,5.73E+15,Jun-24,992,YES,2,14448,01-09-2005,2011,No
5123,790,Mastercard,Debit,5.11E+15,Aug-22,62,YES,2,19038,01-10-2008,2010,No
3350,790,Mastercard,Debit,5.42E+15,Mar-12,803,YES,1,23632,01-06-2007,2009,No
3275,552,Mastercard,Debit,5.12E+15,Dec-22,219,YES,2,18627,01-06-2004,2010,No
3641,139,Mastercard,Debit (Prepaid),5.03E+15,Aug-21,52,YES,1,86,01-06-2019,2019,No
5705,139,Visa,Debit,4.94E+15,Dec-14,702,YES,1,18944,01-11-2014,2014,No
87,139,Visa,Debit,4.28E+15,Aug-22,264,YES,1,20962,01-01-2005,2011,No
3276,139,Mastercard,Debit (Prepaid),5.27E+15,Feb-16,888,YES,1,86,01-06-2004,2006,No
6104,1280,Amex,Credit,3.60E+14,Oct-21,352,NO,2,6000,01-12-2015,2015,No
3604,883,Amex,Credit,3.64E+14,Feb-20,191,YES,1,12500,01-06-2016,2016,No
5302,359,Amex,Credit,3.65E+14,Apr-20,223,YES,1,17200,01-10-2015,2015,No
2331,359,Mastercard,Debit,5.01E+15,Jan-15,411,YES,1,31163,01-03-2014,2014,No
3567,359,Mastercard,Debit (Prepaid),5.32E+15,May-24,412,YES,1,59,01-06-2013,2013,No
2489,359,Mastercard,Credit,5.76E+15,Jun-24,544,NO,1,13500,01-04-2005,2009,No
3024,1921,Visa,Credit,4.30E+15,May-22,49,YES,2,8900,01-05-2009,2010,No
3810,1921,Mastercard,Credit,5.45E+15,Dec-24,360,YES,1,2900,01-07-2007,2012,No
1181,1921,Mastercard,Debit (Prepaid),5.40E+15,Apr-20,283,YES,2,89,01-02-2009,2009,No
5137,651,Visa,Credit,4.58E+15,Sep-23,285,YES,2,5200,01-10-2008,2009,No
5570,557,Mastercard,Debit,5.76E+15,Apr-22,497,YES,2,6090,01-11-2009,2011,No
338,1071,Visa,Debit,4.18E+15,Nov-20,393,YES,1,31072,01-01-2014,2014,No
1420,1071,Amex,Credit,3.26E+14,Jun-23,879,YES,2,11200,01-02-2020,2020,No
1662,1071,Mastercard,Debit (Prepaid),5.80E+15,Feb-20,466,YES,1,38,01-02-2020,2020,No
74,1175,Mastercard,Debit,5.48E+15,Nov-10,248,YES,2,10670,01-01-2005,2009,No
5067,1175,Visa,Credit,4.50E+15,Feb-24,728,YES,2,5900,01-10-2006,2014,No
4904,1175,Amex,Credit,3.54E+14,Sep-17,67,YES,2,7600,01-09-2017,2017,No
5341,1175,Mastercard,Debit (Prepaid),5.12E+15,May-22,969,YES,1,95,01-10-2019,2019,No
2132,1175,Visa,Credit,4.91E+15,Apr-23,264,NO,1,5100,01-03-2006,2006,No
4627,1175,Visa,Debit,4.71E+15,Dec-20,26,YES,1,1753,01-09-2006,2012,No
116,1175,Visa,Debit,4.89E+15,Mar-24,281,YES,2,8427,01-01-2006,2014,No
5914,1936,Visa,Debit,4.65E+15,Sep-14,624,YES,1,27006,01-12-2007,2007,No
3006,1936,Mastercard,Debit,5.45E+15,Aug-23,161,YES,1,34348,01-05-2009,2010,No
5531,1936,Mastercard,Debit,5.28E+15,Dec-08,948,YES,1,25659,01-11-2008,2011,No
2264,1936,Visa,Credit,4.84E+15,Aug-20,174,YES,2,14500,01-03-2010,2010,No
5551,1936,Visa,Credit,4.34E+15,Sep-24,81,YES,1,16400,01-11-2008,2008,No
3825,182,Visa,Debit,4.17E+15,Sep-20,285,YES,2,9418,01-07-2007,2007,No
980,182,Mastercard,Debit,5.02E+15,Jul-00,818,YES,1,20677,01-02-2000,2011,No
5532,468,Mastercard,Debit,5.41E+15,Aug-21,69,YES,1,21900,01-11-2008,2011,No
4705,468,Amex,Credit,3.39E+14,Aug-24,678,NO,2,13100,01-09-2009,2009,No
3450,1651,Visa,Credit,4.27E+15,Jun-22,289,YES,2,25400,01-06-2009,2012,No
4181,1651,Mastercard,Debit,5.09E+15,Feb-11,356,YES,2,21177,01-08-2006,2007,No
1663,1714,Mastercard,Credit,5.12E+15,Jun-22,529,YES,1,20700,01-02-2020,2020,No
1421,1714,Amex,Credit,3.10E+14,Apr-24,394,YES,2,12600,01-02-2020,2020,No
5533,1839,Mastercard,Debit,5.96E+15,Dec-08,880,NO,2,15122,01-11-2008,2010,No
